#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-01T20:37:35 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-01T20:37:35	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=9999&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/239/hip_main&-order=I&-out=HIP&-out=Vmag&-out=DEICRS&-out=Plx&-out=B-V&HIPep=HIPep&Erratum=Erratum&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	DEICRS	(F12.8)	? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec;meta.main]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
HIP|Vmag|DEICRS|Plx|B-V
   473| 8.20|+45.81245496|  85.10| 1.410
   474| 8.36|+44.46868671|   7.00| 0.247
   475| 8.22|+58.31365552|  21.03| 0.636
   476| 5.55|+13.39628227|   8.75| 0.901
   477| 9.91|-29.96063430|   5.59| 0.353
   478| 9.67|-22.50977022|   2.19| 0.524
   480| 8.60|-15.36550173|   1.87| 1.100
   479|10.07|+25.61517178|   1.32| 0.923
   481|10.15|-36.77845599|   7.28| 0.677
   482| 7.75|+17.84032678|   5.95| 0.414
   483| 9.21|+81.07146901|   4.01| 0.097
   484| 9.66|-19.66981225|  -0.26| 0.787
   485| 8.47|+47.08729369|   2.62| 0.045
   486| 9.37|-52.82010001|   6.18| 0.507
   487| 9.44|+78.73840785|  11.21| 0.617
   488| 9.99|-68.55128874|   7.92| 0.646
   489|10.38|+02.76462706|  13.23| 0.782
   490| 7.51|-41.75288210|  24.85| 0.595
   491| 8.91|+12.52743978|   2.92| 1.190
   493| 7.45|+18.23536692|  26.24| 0.596
   492| 9.57|-14.43272890|   6.50| 0.510
   494| 8.99|-68.81162782|  12.99| 0.585
   495| 8.58|+18.07622626|  25.77| 0.920
   496| 6.90|+24.56904604|   5.31| 1.564
   497| 7.55|+49.62234797|   7.05| 0.300
   498| 7.93|+44.73937991|   4.26| 0.239
   499| 9.71|-54.64056978|   0.87| 0.915
   500| 9.57|-48.67872936|   1.54| 1.812
   501| 8.55|-39.13751717|   4.19| 1.357
   502| 6.62|+28.27696051|   2.90| 1.531
   503| 7.89|+16.45207976|   3.07| 0.930
   504| 7.51|+24.91664125|   5.66| 1.112
   505| 7.36|+63.67965857|   0.08| 0.126
   506| 8.66|+53.27691513|   1.33|-0.039
   507| 8.51|-84.09820798|   1.80| 1.576
   508| 6.65|+40.41853643|   3.28| 0.912
   509| 9.67|-31.44433776|  13.05| 0.633
   510| 7.80|+09.71496461|  11.07| 0.501
   511| 8.21|+00.12143808|   5.34| 1.108
   512| 7.90|-29.15139035|   4.39|-0.030
   513| 8.94|+87.88938595|   2.09| 1.000
   514| 9.82|-23.53856546|   5.66| 0.418
   515| 8.69|-01.88705095|   7.38| 0.509
   516| 8.57|-32.81635348|  -0.16| 1.612
   517| 8.89|-55.49869634|   5.95| 0.476
   518| 5.98|+58.43668966|  49.30| 0.687
   519| 7.92|-64.24051492|   5.38| 0.459
   520| 7.60|-10.77847003|   2.35| 1.539
   521| 8.22|-01.23801760|   4.71| 1.220
   522| 5.70|-49.07509405|  39.00| 0.519
   523|12.17|-65.83919547|  56.92| 1.550
   524| 8.75|-12.01719883|   7.24| 0.487
   525| 6.93|+40.89871965|   8.60| 1.086
   526| 7.97|+60.45712221|   4.78| 0.256
   527| 8.06|+68.63612309|   3.09| 1.431
   528|10.13|-24.60254997|   4.69| 0.593
   529| 7.31|-18.03825665|   6.73| 0.402
   530| 8.35|+42.75275856|   8.11| 0.624
   531| 5.57|+64.19616859|   3.32|-0.023
   532| 9.85|-74.40111182|   4.60| 0.526
   533| 9.16|-16.73761149|  -1.67| 1.045
   534| 9.03|-52.93312701|   3.63| 1.349
   535|10.07|-43.62772225|   5.95| 0.590
   536| 9.76|+27.09013496|   2.90| 1.390
   537| 9.35|-21.50128389|   3.91| 0.410
   538|10.95|+05.82530112|  13.26| 1.008
   539| 8.87|+43.78227474|   6.15| 0.426
   540| 6.68|+28.55343687|   5.13| 0.986
   541| 9.69|-47.58474443|  10.02| 0.578
   542| 8.05|+56.51450029|   4.21| 0.112
   543|10.30|-25.29566618|   2.04| 0.506
   544| 6.07|+29.02193518|  72.98| 0.752
   545| 8.51|+33.65427137|   4.00| 1.107
   546| 7.71|-36.08467578|   5.02| 1.038
  2189| 7.82|            |       |
   547| 8.56|-24.62067192|   5.61| 0.548
   548| 8.26|+70.16926509|   2.44| 1.233
   549|11.55|+65.58769959|  -0.29| 0.490
   550| 8.62|+56.32466451|   2.41| 0.148
   551|10.92|+08.65733696|   5.29| 0.792
   552|10.51|-06.26131902|   1.92| 0.759
   553| 9.83|-21.09148372|   2.30| 0.587
   554| 9.84|-13.74868727|   9.89| 0.690
   555| 9.74|+10.06899229|   4.82| 0.494
   556| 8.21|-04.34981191|   9.08| 0.574
   557| 8.72|+23.49381547|   6.36| 0.410
   558| 8.03|-70.58944075|   1.65| 1.631
   559| 9.00|+44.61284407|   0.55|-0.090
   560| 6.19|-23.10742543|  25.59| 0.386
   561|11.79|+68.16712552|   3.17| 0.710
   562| 8.22|+20.55974087|   3.69| 0.951
   563| 7.93|+31.13044847|   4.96| 1.107
   564|10.18|-45.86393212|   0.77| 0.580
   565| 8.98|+01.86101143|   6.64| 0.567
   566| 9.13|+49.38212406|   1.34| 1.125
   567| 6.91|-38.87768936|   3.69| 1.123
   568| 8.79|-55.16079775|   1.16| 1.234
   569| 8.23|-03.62572272|  18.71| 0.580
   570|12.19|-30.60851144|   3.82|
   571|10.24|-30.60308180|   3.82| 0.402
   572| 8.83|+38.20259978|   2.00| 1.114
   573| 7.62|-43.98527000|   3.73| 0.955
   574| 8.96|-40.41400635|   4.04| 0.446
   575|10.41|+65.53871712|   2.89| 0.510
   576| 8.97|+53.97486354|   3.75| 0.050
   577| 9.61|+32.87028504|  15.97| 0.761
   578| 8.29|+22.84448874|   8.40| 0.387
   579| 8.30|+05.28802852|   0.43| 1.552
   580| 8.26|-18.82075644|   4.01| 0.494
   581| 7.44|+06.87560716|   7.12| 0.203
   582| 9.52|+62.39273559|   4.40| 0.190
   583| 8.20|+85.40485204|   4.41| 0.295
   584| 8.68|-15.85008750|   7.89| 0.529
   585| 8.65|-30.56157424|   4.33| 0.061
   586|10.52|-23.03614091|   6.74| 0.512
   587| 8.41|-37.92914178|   5.14| 0.405
   588| 9.18|+14.82374977|   5.85| 0.333
   589| 8.42|+72.77522493|   4.84| 0.345
   590| 8.86|+34.85379559|   3.28| 1.552
   591| 7.92|+46.75702172|   4.03| 1.054
   592|10.97|+65.65378903|  -0.66| 0.330
   593| 8.85|+06.20432213|   4.19| 0.323
   594| 9.31|-60.07079486|   6.51| 0.226
   595|10.28|-22.02767673|   6.34| 0.503
   596| 7.56|-76.73091557|  11.92| 0.419
   597| 7.88|+73.21031615|   4.23| 0.407
   598| 7.99|+20.55571109|   3.54| 1.441
   599| 8.23|-41.88961116|  17.18| 0.599
   600| 8.52|-27.39777661|   2.20| 1.084
   601| 9.14|+20.96559758|  17.98| 0.740
   602| 6.20|-17.38703103|   6.24| 0.133
   603| 7.64|+07.70357212|   5.87| 0.493
   604| 8.95|+01.66508782|   8.23| 0.653
   605| 7.48|-56.83685592|   2.87| 1.532
   606| 7.06|-25.35632439|  20.63| 0.463
   607| 7.33|+26.45088655|   9.37| 1.011
   608| 8.98|-11.03336416|   1.52| 0.739
   609| 8.24|-11.61292585|   7.19| 0.271
   611| 8.53|-40.47958534|   7.21| 0.909
   610| 8.40|-77.49416581|   2.19| 1.014
   612| 7.48|-56.01154749|   7.51| 0.466
   613| 8.46|+17.30273637|   1.63| 1.590
   614| 9.29|+35.74574814|   2.41| 1.010
   615| 8.57|+24.32121026|   5.48| 0.249
   616| 8.70|-23.81894320|  30.76| 0.798
   617| 8.50|+32.00877870|  10.08| 0.451
   618| 8.37|-60.64172798|   8.86| 0.595
   619| 6.87|+31.66904954|   6.05| 1.124
   621| 7.50|-62.31507712|   2.50| 1.703
   620| 7.39|-86.03877612|   2.53|-0.018
   624| 8.19|-45.11929768|   8.21| 0.584
   622| 7.56|+52.77298980|   2.74| 0.900
   623| 8.37|+53.52653764|   9.73| 0.379
   625| 7.39|+40.07851976|   5.37| 1.008
   626| 6.73|+40.14799609|  10.14| 0.951
   627| 8.66|-66.89539355|   2.38| 0.790
   628| 8.25|+01.09425779|   2.89| 0.170
   629| 8.47|-07.92129475|   3.33| 0.953
   630| 8.01|+39.03491283|   9.58| 0.456
   631| 6.83|-65.93227482|   7.84| 1.158
   632| 9.06|-56.24955098|   1.60| 1.074
   633| 8.79|-46.54467295|   4.21| 1.127
   634| 7.44|+37.18548226|   7.19| 0.478
   635| 6.43|-02.54868621|   6.69|-0.146
   636| 5.93|-22.50847542|  12.45| 0.141
   637| 8.85|-05.48598739|   4.31| 1.196
   638| 9.86|+21.74565092|   4.43| 0.244
   639| 8.55|-11.12904586|   7.06| 0.964
   640| 7.66|+38.72179052|   5.76| 0.181
   641| 7.82|+55.57701937|  21.83| 0.610
   642| 9.08|-04.85488887|  11.55| 0.595
   643|10.10|-42.15385091|   5.57| 0.570
   644| 8.21|-51.25786512|   3.50| 1.087
   645| 8.85|-14.22671354|   7.79| 0.631
   647| 7.79|-78.21097486|   1.17| 1.450
   646| 7.58|-18.68470818|   3.64| 1.271
   649| 7.85|-07.54477340|  10.66| 0.505
   648| 7.18|-78.59876143|   8.95| 0.156
   650| 7.54|+29.83750636|   3.83| 0.408
   651| 9.72|-39.61207474|   6.43| 0.434
   652| 7.12|+31.39121911|   8.19| 0.184
   653| 9.77|-30.03169007|   6.67| 0.306
   654| 8.84|-45.38213796|   4.37| 1.042
   655| 5.67|-33.52933371|  10.02| 1.119
   656| 8.15|+53.79639636|   9.77| 0.617
   657| 9.61|-29.41637426|   3.92| 0.961
   658| 8.19|+04.92733420|   3.44| 1.079
   659| 7.27|+31.37900363|   4.90| 0.207
   660| 8.51|+71.15948850|   3.26| 0.215
   661| 8.36|-59.06308248|   2.42| 1.113
   663|10.00|-38.28106844|   4.93| 0.550
   662| 8.74|-70.05583226|   1.92| 1.227
   664| 6.18|-02.44769895|   3.25| 1.366
   665|10.26|-43.64669264|   7.53| 0.730
   666|10.16|-49.72183630|   5.68| 0.393
   667| 8.31|+29.73233165|   4.08| 1.053
   668| 8.58|+42.22343513|   3.46| 0.915
   669| 7.04|-14.82446576|  36.18| 0.624
   670| 8.81|+34.49526635|   3.75| 0.310
   671| 5.99|-08.82402541|   9.79| 1.034
   673| 8.22|-32.70083924|   3.50| 1.064
   674| 9.86|-42.94365592|   7.73| 0.789
   675| 8.00|+03.44072762|   2.84| 1.193
   676| 9.40|+21.92431268|  10.70| 0.570
   678| 9.10|-19.22409603|   3.83| 1.169
   677| 2.07|+29.09082805|  33.60|-0.038
   679| 8.11|+50.24535175|   2.18| 0.098
   680| 8.89|-57.19508646|   2.80| 1.179
   681| 9.43|-51.40075918|   1.52| 0.470
   682| 7.59|+06.61680730|  25.15| 0.626
   683| 8.72|+41.95798984|   2.88| 0.071
   684| 9.86|-44.27363457|   2.30| 0.157
   685| 9.23|-53.44318788|   0.65| 0.988
   686| 9.50|-30.06855565|   5.59| 0.493
   687|10.73|+17.42445447|  45.64| 1.460
   688| 7.59|-24.09375148|   7.60| 0.508
   689| 7.41|+34.93452295|  12.72| 0.606
   690| 9.26|-66.51414469|  11.01| 0.675
   691| 7.78|+52.33640337|  14.43| 0.358
   692| 7.76|-06.79215910|   2.77| 1.618
   693| 8.94|+20.26736526|   9.47| 0.419
   694| 8.95|+11.17153688|   2.30| 0.435
   695| 6.41|+63.20404897|   2.17| 0.998
   696| 6.11|-17.57804019|   2.42| 1.664
   697| 7.76|+53.25410868|   8.84| 0.415
   698| 7.38|-74.23842588|   2.89| 1.326
   699| 6.21|+36.62742794|  30.26| 0.504
   700| 7.05|-02.22257211|   5.97| 0.963
   701| 7.44|+74.21471191|   6.36|-0.006
   702| 8.50|-52.32795054|   5.07| 0.406
   704| 7.84|+14.14205698|   5.19| 1.125
   706| 7.88|-34.79438791|   5.03| 0.473
   707| 9.10|-66.75946527|   3.19| 1.113
   708| 8.65|-36.74408179|   6.86| 0.471
   705| 8.41|+86.78789828|  16.24| 0.588
   709| 7.81|-47.06066168|   8.58| 0.481
   710| 7.43|+08.02174864|  11.61| 0.296
   711| 8.76|-07.89705908|   0.97| 0.965
   712| 7.58|+40.84104758|   4.72| 0.994
   713| 9.55|-60.26452754|   4.78| 0.473
   714| 6.82|+40.49456869|   3.19| 1.568
   715|10.24|-25.54780455|   1.80| 0.460
   716| 6.24|+25.46285169|   7.78| 0.976
   717| 7.31|+00.69244524|   1.36| 1.430
   718|10.52|-42.91821148|   3.40| 0.510
   719| 9.27|-35.81902966|   0.25| 1.146
   720| 7.13|-22.17950257|   3.16| 1.640
   721| 9.14|-26.22362939|   2.60| 1.053
   722| 8.48|+12.80447200|  12.89| 0.537
   723| 8.57|+66.45664771|  31.34| 0.885
   724| 7.21|-21.20630061|   7.86| 1.087
   725| 9.05|+34.36795586|   1.01| 1.640
   726| 7.72|-39.73711336|  18.22| 0.620
   727| 8.03|+49.85810859|   7.70| 0.364
   728| 6.47|+28.24755645|   8.65| 0.242
   729| 5.57|+18.21202529|  11.17| 1.043
   730| 6.32|-54.00196301|   7.00| 0.738
   732| 7.78|-35.09184956|   6.49| 0.417
   731|11.65|+27.65123946|  22.50| 1.260
   733| 8.58|+09.84996128|  10.46| 0.714
   734|10.37|-24.33505454|   3.89| 0.432
   735| 9.23|+22.66426725|   6.32| 0.383
   736| 9.20|-59.28059246|   8.35| 0.811
   737| 6.93|+40.84327725|  16.09| 0.800
   738|11.73|-27.12235235|  42.82| 1.493
   739| 9.32|-28.33000796|   4.32| 0.549
   740| 7.11|+19.92463831|   8.73| 0.476
   741| 9.79|-36.65060208|   0.11| 1.010
   742| 8.21|-50.60776281|   2.98| 1.339
   743| 8.42|-50.01362800|   1.37| 1.400
   744| 7.05|-50.16678657|   3.15|-0.122
   745| 9.26|-38.28947361|   6.75| 0.671
   746| 2.28|+59.15021814|  59.89| 0.380
   747| 8.77|+44.72184555|   4.80| 0.461
   748| 9.25|+21.05936782|   5.87| 0.537
   749| 9.30|-31.47728797|   4.36| 0.972
   750|10.63|+44.72276734|  12.20| 0.525
   751| 9.90|+42.25439291|   4.56| 0.561
   752| 9.89|-00.75219804|   6.48| 0.617
   753| 9.33|+32.47666637|  17.75| 0.812
   754| 7.78|+25.28231728|  22.07| 0.680
   755| 7.02|+65.07079864|  17.03| 0.932
   756|11.26|-37.38291472|   5.08|
   757| 8.89|-59.06036312|   1.97| 1.033
   758| 9.60|-41.88642543|   7.75| 0.446
   759| 7.07|+17.53423872|  19.28| 0.644
   760| 6.01|+79.71464113|   8.56| 0.203
   761| 5.42|-27.98790390|  14.57| 0.414
   762| 9.11|-41.04420522|  11.89| 0.830
   763| 8.24|+58.66590161|   1.42| 0.080
   764| 8.97|+14.41766587|   6.32| 0.442
   765| 3.88|-45.74698836|  23.28| 1.013
   766| 8.59|+00.07209314|   7.58| 0.484
   767| 7.17|+46.38790478|   4.96| 0.031
   768| 7.94|+19.11569982|  13.80| 0.660
   769| 7.27|+01.24402533|   4.21| 1.220
   770| 9.59|-12.03518146|   1.88| 0.490
   771| 7.94|-10.18755017|   2.08| 1.439
   772| 8.52|-34.11077214|  16.26| 0.687
   773| 7.59|+19.55922468|   5.36| 1.005
   774| 9.17|-40.64947224|   1.78| 1.029
   775| 8.08|-66.02972893|   4.57| 1.068
   776| 9.80|-46.37507382|   3.03| 0.524
   777| 8.92|-21.38186598|   8.17| 0.499
   778| 9.91|-51.73705907|   4.45| 0.355
   779| 9.42|+62.66781255|   4.76| 1.565
   780| 8.84|+26.68206689|   2.91| 1.128
   781|10.15|+51.56692488|   1.40| 1.500
   782| 8.37|-56.19178561|   3.25| 0.952
   783| 9.33|-32.07892872|  -0.54| 1.630
   784| 9.35|+57.25958655|   0.55| 0.075
   785| 7.40|-63.58967752|   4.31| 1.571
   786| 8.35|-37.31481117|   6.90| 0.437
   787| 9.53|-31.82493921|  23.86| 0.965
   788| 9.59|-03.67851928|   6.24| 0.469
   789|10.05|+36.47378127|   0.16| 0.486
   791| 8.57|-40.89264320|  13.92| 0.644
   790| 8.48|+19.38130034|   5.62| 0.560
   792| 8.43|-06.84116094|  12.54| 0.906
   793| 8.45|+53.52665750|   3.57| 0.955
   794| 8.84|-33.78868219|  17.08| 0.833
   796|11.18|+61.51404444|   1.31|
   795| 8.64|+08.45319673|  14.21| 0.716
   797| 8.42|+11.41627112|   4.58| 0.410
   798| 6.34|-62.29683686|   7.37| 0.164
   800| 7.93|+51.42303822|   2.27| 1.301
   799| 8.36|+12.71084240|   5.18| 1.072
   801| 8.32|-50.26778193|  18.80| 0.595
   802| 7.77|+04.83249243|   1.52| 1.219
   803| 6.84|-02.56122960|   2.68| 1.611
   804| 8.78|-78.59054090|   8.36| 1.011
   805| 7.19|-44.66648659|   4.44| 0.974
   806| 8.50|+04.16612269|   1.70| 1.166
   807| 8.82|+08.57704143|   5.80| 0.620
   808| 9.04|+43.43841927|   7.14| 0.542
   809| 7.93|-65.35709708|   4.37| 0.964
   810| 7.66|-25.87473632|   6.14| 0.139
   811|10.07|-28.48237046|  -0.35|
   812| 9.03|+44.10967471|   1.27| 1.014
   813| 5.54|+11.14580908|  10.04|-0.064
   814| 5.29|-82.22399743|  13.45| 1.049
   815| 8.13|-63.29667598|   9.63| 0.456
   817| 7.51|+46.39035323|   7.21| 0.251
   816| 9.08|-77.48041239|   1.56| 1.031
   818| 7.10|-08.97418208|  10.24| 0.345
   819| 7.88|-79.00183917|  11.15| 0.476
   820| 9.40|+86.02305546|   1.08| 0.539
   821| 9.06|+33.53943767|   4.59| 0.293
   822| 8.38|+84.15197251|   7.73| 0.371
   823|10.65|+38.41489409|  10.83| 1.077
   824| 7.77|+25.19788575|   3.13| 1.603
   825| 8.50|+50.80683530|   4.15| 1.042
   826| 8.61|+47.30683960|   3.05| 1.156
   827|10.05|-28.33779222|   6.95| 0.700
   828| 8.71|+39.64894107|   3.60| 0.594
   830| 9.37|-15.17703288|   4.95| 0.409
   829| 6.97|-78.30066030|   3.21| 1.377
   831| 8.56|-49.14331204|   8.50| 0.524
   832| 9.34|-33.28094424|  -2.57| 0.815
   833| 9.47|-19.98355516|   6.10| 0.526
   834| 8.11|+64.64672491|   4.74| 1.032
   835| 8.91|+25.52675303|   3.93| 0.356
   836| 7.83|+60.02604910|   1.12| 1.311
   837| 8.95|+50.88488337|   2.74| 1.104
   838| 7.20|+52.25514295|   2.98|-0.053
   839| 9.37|-70.83688393|   5.26| 0.411
   840| 5.84|-05.24851713|  18.18| 0.973
   841| 5.01|+46.07227117|   3.24| 0.405
   842| 9.81|-22.76918457|   3.85| 0.437
   843| 9.27|+18.65036403|   2.76| 1.120
   844| 9.50|-48.14358093|   7.14| 0.423
   845| 9.32|-43.52292038|   4.82| 0.511
   846| 8.92|-13.98412856|  13.53| 0.578
   847| 8.38|-11.78583365|  10.15| 0.508
   848| 7.74|+58.48950539|  10.35| 0.473
   849| 8.60|-06.03970203|   3.27| 1.042
   850| 9.49|-30.47906079|   4.92| 1.232
   851| 8.35|-14.45220836|   6.17| 0.528
   852| 7.11|+28.65292193|   3.65| 1.528
   853| 9.87|-73.64945333|   4.11| 0.503
   854| 8.98|+13.59498069|   7.48| 0.471
   855| 7.75|+51.91238880|   1.83| 1.487
   856| 8.24|+15.23192856|  12.91| 0.491
   857| 6.74|+57.16549747|   6.52|-0.074
   858| 6.83|+33.13088570|   4.74| 1.429
   859| 7.70|+52.31675606|   7.10| 0.144
   860| 6.70|+59.67341444|   1.66|-0.017
   861| 8.67|-41.11858278|   3.45| 1.037
   862| 9.94|-49.28139379|  13.51|
   863| 8.73|-63.63430723|   5.51| 0.563
   864| 9.63|+16.84407826|   0.66| 1.462
   865| 6.66|-73.22443438|  15.06| 0.372
   866| 8.29|+56.05613623|   5.16| 0.077
   867| 8.47|+12.82027132|  15.57| 0.574
   868| 8.16|+02.30067277|   2.91| 1.165
   869| 8.97|+13.22299119|   8.77| 0.497
   870| 7.51|+02.05549803|  18.20| 0.503
   871| 8.97|+54.89149475|   1.74| 0.674
   872| 8.55|-54.40037514|   4.38| 0.692
   873| 5.84|-12.57980381|  15.35| 1.000
   874| 7.85|+58.01831644|   3.75| 0.099
   875| 8.68|-38.76885912|   7.95| 0.588
   877| 8.05|+55.34282756|   4.86| 0.878
   876| 8.27|+58.76951990|   1.62| 0.146
   878| 7.68|-21.93357013|   3.48| 1.028
   879| 9.40|-73.50742387|   9.43| 0.551
   880| 7.77|+37.47386216|   8.80| 0.405
   881| 6.89|-34.86071198|   4.70| 0.951
   882| 7.55|+32.24257302|   2.46| 1.354
   883| 8.27|-57.48628559|   7.77| 0.517
   884| 8.16|+51.17784908|   2.91| 1.677
   885| 8.07|+49.01075823|   2.95|-0.015
   886| 7.91|+30.68565518|   4.00| 0.024
   887| 7.71|-13.90281571|   2.25| 1.253
   888|10.16|-31.21515694|   4.41| 0.689
   889| 8.41|+48.11040510|  16.45| 0.575
   891| 8.88|-42.25160366|   1.02| 1.169
   890| 9.64|+64.96318376|   1.44| 0.560
   892| 7.93|-02.07451183|   3.61| 1.096
   893| 7.78|-18.57284278|   4.53| 1.302
   894| 8.90|+52.44279023|   6.25| 0.500
   895| 8.55|+29.55052263|  12.60| 0.435
   896| 9.15|+13.75051092|   9.37| 0.477
   897|10.86|-05.78399441|  39.19| 1.418
   898|11.55|+05.20868148|  24.32| 1.395
   899| 9.08|-10.87786557|   0.90| 1.076
   900| 7.44|+04.13310730|   3.61| 0.998
   901|10.35|+26.33796403|  -0.33| 1.269
   902| 6.68|+57.58791462|   4.43| 1.212
   903| 8.85|-87.41423771|   4.41| 0.585
   904| 8.90|-07.37619874|   8.36| 0.473
   905| 8.24|+49.54666660|   7.22| 0.184
   906| 6.74|-03.32135959|   3.88| 1.025
   907|10.75|+06.18052792|   4.01| 0.863
   908| 8.44|+10.63603546|   2.61| 1.330
   909| 7.69|+07.94816079|   4.21| 1.163
   910| 4.89|-15.46732287|  52.94| 0.487
   911|11.80|-20.72529839|   6.13| 0.570
   912| 8.88|-29.64051891|   4.78| 1.140
   913| 7.70|-40.37268546|   5.09| 1.200
   914| 8.60|-32.80041484|  15.08| 0.700
   915| 8.44|-32.40387891|   1.58| 0.127
   916| 9.50|+58.34986270|  35.69| 1.254
   917| 9.03|+50.84310466|   0.82| 1.406
   918| 7.15|+74.48458019|   6.06| 1.004
   919| 7.95|+30.44948927|  29.35| 0.755
   920| 8.23|+23.81814771|  18.60| 0.581
   921| 9.81|-08.35911945|   4.63| 0.515
   922| 8.48|-18.70689324|  11.58| 0.473
   923| 9.33|+35.93108811|   3.47| 0.940
   924| 8.97|-49.62920981|  20.86| 0.807
   925| 8.08|-01.12332479|   2.54| 1.122
   926| 7.47|+40.39896612|   2.26| 1.532
   927| 8.34|-55.74966102|   4.31| 0.409
   928| 7.75|-34.46009170|   4.71| 1.152
   929| 8.34|-58.90982912|  17.00| 0.619
   930| 5.41|-27.79977820|   5.61| 1.346
   931| 7.56|-03.07799719|   9.91| 0.551
   932| 6.93|-18.60067836|   7.77| 0.994
   933|10.03|+07.12150984|  21.87| 1.293
   935| 8.69|+33.68029254|   6.73| 0.185
   934| 9.04|-57.47238652|  27.46| 0.891
   936| 8.32|-05.06817692|   4.04| 1.120
   937| 7.85|-23.63236655|   7.57| 0.561
   938| 7.21|-80.17376516|   4.78| 0.916
   939| 8.98|-17.96890292|   3.36| 0.966
   940| 7.09|+58.21183567|   2.16| 0.137
   941| 8.85|-72.27547333|   8.01| 0.518
   942| 9.21|+63.44314203|   0.53| 0.142
   943| 8.61|+10.32845614|  20.55| 0.643
   944| 7.91|-49.65588618|   7.11| 1.126
   945| 7.47|+55.96148616|   2.14| 0.200
   946| 8.65|+28.22513882|   5.08| 1.000
   947| 8.53|-09.70277372|   6.88| 0.515
   948| 9.92|-39.22963982|  29.15| 1.071
   949| 8.09|+54.33552182|   4.25| 0.228
   950| 5.24|-35.13339606|  45.85| 0.459
   951| 7.06|+57.27152515|   1.15| 0.630
   952| 8.45|+27.51025579|  10.91| 0.481
   953| 8.73|-33.23382365|   9.29| 0.646
   954| 7.45|+09.14000705|   7.81| 0.891
   955| 9.02|-17.55770035|  16.48| 0.599
   956| 7.51|+28.42325717|  12.79| 0.491
   957| 7.32|+66.12634754|   1.99| 0.038
   958| 8.17|-54.20984615|   1.34| 1.140
   959| 9.45|+50.98927919|   4.21| 0.260
   960| 9.72|-19.70326287|   9.92| 0.557
   961| 9.34|-35.54681427|  10.46| 0.695
   962| 8.75|-11.16484347|   4.77| 1.125
   963| 9.32|-33.03738870|   3.89| 0.625
   964| 7.91|-22.81759748|  10.93| 0.392
   965| 7.49|-75.47684086|   2.05| 1.600
   966| 6.53|-42.17203471|   7.97| 1.041
   967| 6.18|+48.15237121|   5.93| 1.467
   968| 8.69|-00.22969837|   2.85| 0.403
   969| 6.58|+23.47174032|   6.88| 0.990
   970| 7.80|-54.75088612|   0.15| 1.634
   971| 7.19|+28.60673326|  10.90| 0.398
   972| 8.17|+48.68005386|   3.49| 1.048
   973| 6.56|-13.81313737|   6.05| 1.074
   974| 8.73|+27.09915401|  38.88| 1.045
   975| 7.62|-58.52479986|  17.21| 0.758
   976| 8.66|-07.08866665|  10.57| 0.430
   979| 8.68|-54.36533695|   0.00| 1.290
   978| 8.20|+39.03890984|   2.97| 1.269
   977| 8.96|-07.70199823|   3.11| 1.243
   980| 7.36|+47.49116017|   6.68| 1.082
   981| 6.87|+53.62391762|   9.42| 0.262
   982| 7.60|+48.18225854|   3.46| 1.314
   983| 5.29|-17.93821766|   5.33| 1.478
   984| 9.12|+46.77490907|   4.88| 0.479
   985| 8.25|-27.78455628|   9.81| 0.448
   986| 7.43|+39.90157203|  10.44| 0.335
   987| 8.88|-15.16459597|   1.79| 1.047
   988| 7.95|+43.81821229|  -0.41| 1.537
   989| 7.69|+22.55671394|   2.89| 1.709
   990| 8.94|-50.70031286|   4.70| 1.151
   991|10.58|-40.64558079|   8.64| 0.600
   992|10.05|-57.50592437|   9.10| 0.643
